customer_id,gender,age_group,state,job_industry_category,job_title,online_order,order_status,wealth_segment,brand,product_line,product_class,product_size,tenure,tenure_period,past_3_years_bike_related_purchases,valuation_category,property_valuation,product_margin
2830,Male,60-70,VIC,Manufacturing,Computer Systems Analyst II,1.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,9.0,5-10,39,>9,10,0.7271471088435374
2831,Female,50-60,NSW,Health,Programmer Analyst I,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,11.0,10-15,16,>9,12,0.8074928084441324
2832,Male,40-50,VIC,Telecommunications,Recruiter,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,9.0,5-10,9,6-9,8,0.24996503007413623
2838,Female,40-50,QLD,Retail,Payment Adjustment Coordinator,0.0,Approved,High Net Worth,OHM Cycles,Standard,low,medium,21.0,>15,14,6-9,8,0.19997189432265314
2839,Female,40-50,NSW,Entertainment,Assistant Media Planner,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,large,10.0,10-15,12,6-9,7,0.3589505849344115
2840,Male,30-40,VIC,Manufacturing,Recruiter,1.0,Approved,Mass Customer,Solex,Standard,low,medium,9.0,5-10,63,3-6,3,0.4629010412257682
2843,Female,50-60,NSW,Financial Services,Recruiter,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,5.0,5-10,42,6-9,8,0.24991713622804118
2846,Female,50-60,VIC,Property,Nurse,0.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,14.0,10-15,66,>9,10,0.19997189432265314
2847,Female,40-50,NSW,Health,Occupational Therapist,0.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,12.0,10-15,50,>9,9,0.4000013715821887
2848,Female,50-60,VIC,Property,Analyst Programmer,0.0,Approved,Mass Customer,OHM Cycles,Touring,low,medium,13.0,10-15,42,>9,12,0.12974922418854307
2851,Male,40-50,NSW,Entertainment,Programmer IV,1.0,Approved,Affluent Customer,Solex,Standard,low,medium,16.0,>15,36,6-9,8,0.4629010412257682
2852,Female,50-60,VIC,Property,Biostatistician I,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,14.0,10-15,20,>9,9,0.9328546386192018
2853,Male,30-40,NSW,Retail,Executive Secretary,1.0,Approved,High Net Worth,WeareA2B,Touring,medium,large,7.0,5-10,65,>9,10,0.8623881844487116
2855,Female,40-50,NSW,Manufacturing,Nurse Practicioner,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,17.0,>15,81,>9,10,0.24996503007413623
2856,Female,40-50,NSW,Financial Services,Marketing Manager,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,13.0,10-15,53,>9,10,0.3999984312864236
2857,Female,60-70,QLD,Manufacturing,Biostatistician I,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,17.0,>15,9,6-9,6,0.8140446671479867
2861,Female,40-50,QLD,Financial Services,VP Quality Control,1.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,4.0,<5,4,>9,9,0.46921020243602257
2862,Male,30-40,NSW,Financial Services,Cost Accountant,0.0,Approved,Mass Customer,Trek Bicycles,Standard,high,medium,10.0,10-15,46,>9,10,0.40000403453562494
2863,Male,50-60,NSW,Manufacturing,Internal Auditor,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,16.0,>15,90,3-6,3,0.3073430750850106
2864,Female,40-50,VIC,IT,Analog Circuit Design manager,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,21.0,>15,36,6-9,6,0.7839591373012966
2865,Female,20-30,NSW,Manufacturing,Electrical Engineer,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,large,3.0,<5,11,>9,9,0.5940290178571429
2868,Female,50-60,NSW,Retail,Technical Writer,0.0,Approved,High Net Worth,Trek Bicycles,Standard,high,medium,10.0,10-15,20,>9,10,0.40000403453562494
2871,Male,40-50,NSW,Entertainment,Assistant Media Planner,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,15.0,>15,49,>9,12,0.49370644992224355
2872,Female,50-60,QLD,Health,Assistant Professor,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,17.0,>15,52,6-9,8,0.6820085776746825
2873,Female,40-50,NSW,Financial Services,Cost Accountant,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,13.0,10-15,59,6-9,8,0.24996503007413623
2874,Female,40-50,VIC,Manufacturing,Nuclear Power Engineer,0.0,Approved,Affluent Customer,Norco Bicycles,Road,medium,medium,18.0,>15,97,6-9,7,0.3073430750850106
2875,Male,20-30,QLD,Financial Services,Financial Analyst,1.0,Approved,High Net Worth,OHM Cycles,Standard,low,medium,2.0,<5,71,>9,9,0.8612602666399024
2877,Male,50-60,QLD,Property,Senior Sales Associate,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,18.0,>15,59,3-6,5,0.19999449050990323
2878,Male,30-40,NSW,Property,Analog Circuit Design manager,0.0,Approved,Mass Customer,Trek Bicycles,Standard,high,medium,9.0,5-10,73,6-9,6,0.40000403453562494
2879,Female,50-60,VIC,Argiculture,Executive Secretary,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,5.0,5-10,62,>9,9,0.24999999999999992
2880,Male,50-60,NSW,Health,Legal Assistant,0.0,Approved,Mass Customer,OHM Cycles,Road,medium,small,7.0,5-10,43,>9,9,0.10999999999999995
2881,Male,60-70,NSW,Health,Associate Professor,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,11.0,10-15,71,>9,11,0.2500108267290286
2882,Female,30-40,QLD,Manufacturing,Chief Design Engineer,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,9.0,5-10,62,3-6,3,0.4000013715821887
2883,Male,20-30,NSW,Financial Services,Paralegal,1.0,Approved,Mass Customer,OHM Cycles,Road,medium,small,2.0,<5,84,6-9,8,0.10999999999999995
2885,Female,50-60,NSW,Financial Services,Compensation Analyst,1.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,4.0,<5,70,6-9,8,0.46921020243602257
2887,Male,50-60,NSW,Financial Services,Speech Pathologist,1.0,Approved,High Net Worth,WeareA2B,Touring,medium,medium,18.0,>15,42,>9,10,0.7523317969836638
2888,Male,60-70,NSW,IT,Project Manager,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,large,16.0,>15,37,6-9,7,0.8140446671479867
2891,Female,30-40,NSW,Manufacturing,Nuclear Power Engineer,1.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,12.0,10-15,5,>9,11,0.2499728053954096
2892,Male,50-60,NSW,Manufacturing,Junior Executive,0.0,Approved,Affluent Customer,Solex,Standard,high,medium,7.0,5-10,59,6-9,7,0.4000026731892484
2895,Female,50-60,NSW,Entertainment,Librarian,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,5.0,5-10,85,>9,9,0.845044492175514
2896,Female,50-60,VIC,Financial Services,Financial Advisor,0.0,Approved,Mass Customer,Norco Bicycles,Road,high,large,12.0,10-15,5,3-6,4,0.39999741778885256
2897,Female,60-70,VIC,Manufacturing,Assistant Professor,0.0,Approved,Affluent Customer,Trek Bicycles,Mountain,low,medium,5.0,5-10,94,>9,10,0.20000348043992763
2899,Female,30-40,NSW,Manufacturing,Nuclear Power Engineer,1.0,Approved,High Net Worth,Solex,Standard,high,medium,4.0,<5,13,<3,1,0.4000026731892484
2902,Female,40-50,NSW,Financial Services,Human Resources Manager,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,7.0,5-10,57,>9,9,0.6735446676492381
2903,Male,40-50,NSW,Manufacturing,Operator,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,9.0,5-10,47,6-9,8,0.5691775706105286
2904,Female,40-50,NSW,Manufacturing,Software Test Engineer III,0.0,Approved,High Net Worth,Norco Bicycles,Standard,high,medium,11.0,10-15,26,>9,9,0.40000348237916156
2906,Female,30-40,NSW,Retail,GIS Technical Architect,0.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,4.0,<5,93,3-6,4,0.11000101651104367
2908,Female,60-70,VIC,Health,Social Worker,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,large,11.0,10-15,42,6-9,8,0.8140446671479867
2909,Female,40-50,VIC,Entertainment,Associate Professor,1.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,6.0,5-10,31,>9,9,0.6711218297806131
2910,Female,60-70,VIC,Health,Registered Nurse,1.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,12.0,10-15,15,>9,10,0.19997189432265314
2911,Female,50-60,VIC,Entertainment,Assistant Media Planner,0.0,Approved,Mass Customer,Solex,Road,medium,medium,11.0,10-15,55,>9,10,0.24998800901721907
2913,Male,60-70,VIC,IT,VP Quality Control,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,14.0,10-15,44,3-6,5,0.7839591373012966
2914,Female,40-50,NSW,Health,Health Coach IV,0.0,Approved,Affluent Customer,Solex,Standard,low,medium,11.0,10-15,76,>9,9,0.9422335930534558
2915,Female,40-50,QLD,Manufacturing,Budget/Accounting Analyst IV,0.0,Approved,Mass Customer,Giant Bicycles,Road,low,small,17.0,>15,32,3-6,4,0.11000237183613992
2916,Male,50-60,QLD,Manufacturing,Product Engineer,0.0,Approved,Affluent Customer,Solex,Standard,medium,medium,9.0,5-10,23,6-9,8,0.24996503007413623
2922,Male,40-50,QLD,Manufacturing,Sales Associate,1.0,Cancelled,Affluent Customer,Norco Bicycles,Road,high,large,10.0,10-15,34,3-6,4,0.39999741778885256
2924,Female,30-40,VIC,Entertainment,Assistant Media Planner,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,6.0,5-10,79,>9,10,0.4000013715821887
2925,Male,40-50,NSW,Financial Services,Business Systems Development Analyst,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,19.0,>15,36,6-9,8,0.6820085776746825
2926,Female,60-70,QLD,Health,Research Nurse,0.0,Approved,High Net Worth,WeareA2B,Road,low,small,12.0,10-15,27,>9,12,0.1100035812343321
2927,Male,60-70,VIC,Manufacturing,VP Sales,0.0,Approved,Affluent Customer,Solex,Standard,high,large,14.0,10-15,49,>9,11,0.4000010852343021
2929,Male,20-30,QLD,Retail,Nurse,1.0,Cancelled,Mass Customer,Solex,Standard,medium,medium,2.0,<5,97,3-6,3,0.9328546386192018
2930,Male,20-30,NSW,Entertainment,Assistant Media Planner,1.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,3.0,<5,46,>9,10,0.8009338311193432
2931,Male,40-50,QLD,IT,Executive Secretary,0.0,Approved,Mass Customer,Solex,Touring,medium,large,6.0,5-10,61,3-6,5,0.676079925525687
2932,Male,30-40,QLD,IT,Account Representative I,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,17.0,>15,4,3-6,3,0.25002491280518174
2933,Male,30-40,VIC,Retail,Administrative Officer,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,6.0,5-10,61,3-6,5,0.19999449050990323
2934,Female,30-40,NSW,Telecommunications,Media Manager III,1.0,Approved,Mass Customer,Solex,Road,medium,large,9.0,5-10,26,<3,2,0.538317021037237
2936,Female,30-40,NSW,Financial Services,Project Manager,0.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,11.0,10-15,23,>9,10,0.24999369403455673
2937,Female,40-50,VIC,Financial Services,Computer Systems Analyst I,1.0,Approved,Mass Customer,Trek Bicycles,Road,low,small,15.0,>15,47,6-9,8,0.11000174347649211
2944,Male,40-50,NSW,Manufacturing,Environmental Specialist,1.0,Approved,Affluent Customer,Trek Bicycles,Road,low,small,7.0,5-10,45,>9,10,0.11000174347649211
2948,Male,20-30,QLD,Manufacturing,Internal Auditor,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,small,2.0,<5,23,>9,9,0.24998578657115245
2950,Male,60-70,VIC,Financial Services,Software Engineer I,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,10.0,10-15,19,6-9,6,0.24996503007413623
2951,Male,40-50,VIC,Financial Services,Community Outreach Specialist,0.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,12.0,10-15,13,6-9,8,0.2499728053954096
2952,Female,40-50,NSW,Manufacturing,Senior Developer,1.0,Approved,High Net Worth,OHM Cycles,Standard,high,medium,16.0,>15,28,>9,10,0.3999980056440274
2953,Male,50-60,VIC,Health,Recruiting Manager,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,small,8.0,5-10,45,6-9,7,0.1099992226203349
2954,Female,50-60,VIC,Health,Pharmacist,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,16.0,>15,23,6-9,8,0.4608385896446885
2955,Male,30-40,NSW,Financial Services,Community Outreach Specialist,0.0,Approved,High Net Worth,Solex,Standard,medium,large,13.0,10-15,74,>9,9,0.6445767948993213
2956,Male,60-70,NSW,Telecommunications,Quality Control Specialist,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,19.0,>15,17,>9,9,0.8722810370407624
2958,Male,40-50,NSW,Manufacturing,Health Coach II,1.0,Approved,Affluent Customer,OHM Cycles,Standard,medium,medium,14.0,10-15,10,6-9,8,0.3719018364919256
2959,Female,>70,QLD,Health,Registered Nurse,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,11.0,10-15,1,3-6,5,0.3196864980406127
2960,Female,40-50,NSW,Property,Design Engineer,1.0,Approved,Mass Customer,Trek Bicycles,Standard,low,medium,16.0,>15,6,3-6,4,0.8539966525139242
2961,Male,40-50,VIC,Health,Assistant Manager,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,12.0,10-15,56,6-9,8,0.8140446671479867
2964,Female,50-60,NSW,Telecommunications,Product Engineer,0.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,14.0,10-15,36,>9,10,0.4609126764956238
2966,Female,50-60,NSW,Health,Dental Hygienist,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,5.0,5-10,81,>9,9,0.9726861750870548
2967,Male,40-50,QLD,Health,Social Worker,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,20.0,>15,60,3-6,3,0.3196864980406127
2968,Male,40-50,QLD,Retail,Human Resources Assistant III,1.0,Approved,High Net Worth,Giant Bicycles,Road,low,small,16.0,>15,38,6-9,8,0.11000237183613992
2970,Female,30-40,NSW,Financial Services,Software Consultant,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,5.0,5-10,64,6-9,8,0.3999980056440274
2971,Female,50-60,NSW,Manufacturing,Marketing Assistant,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,large,8.0,5-10,5,>9,12,0.5940290178571429
2973,Male,50-60,VIC,Health,Senior Developer,1.0,Approved,High Net Worth,Norco Bicycles,Standard,low,medium,5.0,5-10,34,>9,11,0.21887060099714212
2974,Female,40-50,VIC,Financial Services,Engineer IV,1.0,Approved,High Net Worth,Norco Bicycles,Mountain,low,small,15.0,>15,1,6-9,7,0.11000101651104367
2975,Female,40-50,NSW,Financial Services,Senior Cost Accountant,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,14.0,10-15,67,>9,9,0.4608385896446885
2976,Male,50-60,VIC,Health,Tax Accountant,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,8.0,5-10,16,>9,9,0.6173322695729404
2978,Male,50-60,NSW,Manufacturing,Programmer IV,0.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,10.0,10-15,96,>9,9,0.3999912234509391
2979,Female,40-50,VIC,Retail,Tax Accountant,0.0,Approved,Mass Customer,Solex,Standard,medium,large,18.0,>15,39,6-9,6,0.2500246767347744
2980,Female,40-50,VIC,Manufacturing,Chemical Engineer,1.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,4.0,<5,27,6-9,6,0.24999369403455673
2981,Male,40-50,NSW,Retail,Sales Representative,0.0,Approved,High Net Worth,Solex,Standard,medium,large,21.0,>15,26,>9,9,0.6445767948993213
2982,Female,40-50,VIC,Financial Services,Senior Cost Accountant,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,11.0,10-15,30,>9,9,0.5980966407975982
2983,Male,30-40,VIC,Retail,Human Resources Manager,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,17.0,>15,2,>9,9,0.8140446671479867
2984,Female,60-70,NSW,Manufacturing,Payment Adjustment Coordinator,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,13.0,10-15,48,>9,11,0.8287370915427438
2985,Male,30-40,NSW,Retail,Sales Representative,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,14.0,10-15,69,>9,10,0.21887060099714212
2990,Male,40-50,NSW,Argiculture,GIS Technical Architect,1.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,8.0,5-10,65,>9,12,0.7271471088435374
2991,Female,50-60,NSW,Financial Services,Desktop Support Technician,0.0,Approved,Mass Customer,Trek Bicycles,Road,medium,medium,11.0,10-15,48,3-6,4,0.25972059734361025
2992,Female,40-50,VIC,Health,Clinical Specialist,1.0,Approved,Mass Customer,Trek Bicycles,Road,low,medium,10.0,10-15,26,3-6,5,0.7608759957975051
2993,Female,20-30,NSW,Financial Services,Graphic Designer,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,large,4.0,<5,85,>9,9,0.5980966407975982
2994,Female,40-50,NSW,Manufacturing,Accountant II,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,18.0,>15,26,6-9,8,0.2500108267290286
2996,Female,50-60,QLD,Financial Services,Cost Accountant,1.0,Approved,Mass Customer,Solex,Standard,high,large,14.0,10-15,67,6-9,7,0.4000010852343021
2997,Female,50-60,QLD,Health,Computer Systems Analyst II,1.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,10.0,10-15,57,3-6,3,0.3999912234509391
2998,Female,20-30,QLD,Manufacturing,Nurse Practicioner,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,2.0,<5,34,6-9,7,0.3196864980406127
3000,Male,50-60,NSW,Financial Services,Compensation Analyst,0.0,Approved,Affluent Customer,Solex,Standard,low,medium,22.0,>15,28,>9,10,0.9422335930534558
3001,Male,40-50,NSW,Argiculture,Engineer IV,0.0,Approved,Mass Customer,Solex,Road,medium,large,20.0,>15,48,>9,10,0.538317021037237
3002,Male,60-70,NSW,Financial Services,Paralegal,1.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,16.0,>15,62,<3,2,0.4609126764956238
3003,Female,60-70,NSW,Retail,Web Developer I,1.0,Approved,Mass Customer,WeareA2B,Touring,medium,medium,4.0,<5,72,6-9,8,0.7523317969836638
3004,Male,60-70,VIC,Health,Research Assistant II,1.0,Approved,Mass Customer,Trek Bicycles,Standard,low,medium,16.0,>15,82,>9,9,0.8539966525139242
3005,Male,50-60,NSW,Property,Human Resources Manager,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,8.0,5-10,36,>9,10,0.19999449050990323
3007,Male,50-60,NSW,Manufacturing,Environmental Tech,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,16.0,>15,38,>9,10,0.5691775706105286
3013,Female,50-60,QLD,Property,Office Assistant III,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,small,6.0,5-10,94,6-9,7,0.11000122003294088
3015,Female,20-30,QLD,Retail,Assistant Manager,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,1.0,<5,25,>9,9,0.47414469201198267
3016,Male,30-40,NSW,Financial Services,Analog Circuit Design manager,1.0,Approved,High Net Worth,Solex,Touring,medium,large,11.0,10-15,25,>9,10,0.676079925525687
3017,Male,60-70,VIC,Financial Services,Operator,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,medium,7.0,5-10,88,>9,9,0.4
3019,Male,30-40,NSW,Manufacturing,Community Outreach Specialist,1.0,Approved,Affluent Customer,Solex,Standard,medium,medium,14.0,10-15,98,>9,9,0.43618702038265217
3020,Male,50-60,QLD,Manufacturing,Chemical Engineer,1.0,Approved,High Net Worth,Trek Bicycles,Road,low,small,10.0,10-15,13,<3,1,0.11000174347649211
3023,Female,20-30,NSW,IT,Accountant I,0.0,Approved,High Net Worth,OHM Cycles,Standard,high,medium,7.0,5-10,37,>9,9,0.3999912234509391
3025,Male,40-50,NSW,Financial Services,Compensation Analyst,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,9.0,5-10,27,>9,11,0.7839591373012966
3026,Female,30-40,NSW,Property,Account Representative III,0.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,5.0,5-10,11,>9,9,0.11000101651104367
3027,Male,40-50,QLD,Health,Research Nurse,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,5.0,5-10,83,3-6,3,0.3999982287247704
3028,Female,60-70,QLD,Manufacturing,General Manager,1.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,20.0,>15,67,<3,2,0.4609126764956238
3029,Male,40-50,NSW,Manufacturing,Business Systems Development Analyst,1.0,Approved,Mass Customer,Norco Bicycles,Road,high,large,13.0,10-15,85,>9,10,0.39999741778885256
3030,Female,20-30,NSW,Manufacturing,Technical Writer,1.0,Approved,Affluent Customer,Solex,Standard,medium,medium,3.0,<5,68,3-6,5,0.25002491280518174
3031,Male,20-30,QLD,Health,Staff Scientist,1.0,Approved,Mass Customer,Trek Bicycles,Road,low,small,5.0,5-10,95,<3,1,0.11000174347649211
3032,Male,30-40,QLD,Health,Analog Circuit Design manager,0.0,Approved,Affluent Customer,Norco Bicycles,Road,medium,medium,5.0,5-10,53,6-9,6,0.3073430750850106
3035,Male,40-50,NSW,Health,Associate Professor,0.0,Approved,High Net Worth,WeareA2B,Standard,low,medium,13.0,10-15,98,>9,11,0.19999688623873196
3036,Female,40-50,NSW,Property,Business Systems Development Analyst,0.0,Approved,Affluent Customer,OHM Cycles,Standard,high,medium,11.0,10-15,24,6-9,8,0.3999980056440274
3037,Female,50-60,NSW,Financial Services,Legal Assistant,0.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,18.0,>15,30,>9,11,0.46921020243602257
3040,Female,50-60,NSW,Retail,General Manager,1.0,Cancelled,Mass Customer,Trek Bicycles,Standard,medium,large,5.0,5-10,87,>9,9,0.8140446671479867
3041,Female,50-60,QLD,Retail,Physical Therapy Assistant,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,11.0,10-15,20,6-9,7,0.5691775706105286
3044,Male,30-40,VIC,Health,Occupational Therapist,1.0,Approved,Affluent Customer,WeareA2B,Touring,medium,large,19.0,>15,59,>9,12,0.9576372533914409
3045,Male,20-30,QLD,Financial Services,Cost Accountant,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,2.0,<5,52,<3,1,0.6820085776746825
3046,Female,50-60,NSW,Manufacturing,Programmer Analyst III,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,large,18.0,>15,53,6-9,8,0.8140446671479867
3047,Male,60-70,NSW,Retail,Speech Pathologist,0.0,Approved,Mass Customer,Solex,Touring,medium,large,19.0,>15,20,>9,10,0.676079925525687
3048,Male,50-60,VIC,Manufacturing,Legal Assistant,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,small,16.0,>15,38,<3,1,0.10999826944708832
3054,Female,50-60,QLD,Manufacturing,Operator,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,16.0,>15,94,3-6,3,0.9385411722158179
3056,Female,50-60,VIC,Entertainment,Health Coach II,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,large,18.0,>15,43,6-9,8,0.3589505849344115
3058,Male,30-40,NSW,Manufacturing,Human Resources Manager,0.0,Approved,Mass Customer,Solex,Standard,low,medium,16.0,>15,67,>9,12,0.9422335930534558
3060,Male,40-50,NSW,Financial Services,VP Accounting,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,6.0,5-10,28,6-9,8,0.7839591373012966
3061,Female,30-40,NSW,Manufacturing,Office Assistant IV,1.0,Approved,Affluent Customer,OHM Cycles,Touring,low,medium,3.0,<5,51,6-9,8,0.12974922418854307
3062,Male,60-70,QLD,Manufacturing,Civil Engineer,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,13.0,10-15,78,<3,2,0.25002491280518174
3063,Male,20-30,QLD,Financial Services,VP Sales,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,2.0,<5,74,6-9,6,0.19999449050990323
3064,Male,20-30,VIC,Financial Services,Product Engineer,1.0,Approved,Affluent Customer,Solex,Standard,low,medium,4.0,<5,96,6-9,8,0.4629010412257682
3065,Female,40-50,NSW,Financial Services,Recruiter,0.0,Approved,High Net Worth,OHM Cycles,Road,medium,small,13.0,10-15,88,>9,11,0.10999999999999995
3066,Female,20-30,VIC,Financial Services,Paralegal,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,2.0,<5,29,>9,10,0.2500108267290286
3067,Female,30-40,VIC,Manufacturing,Chief Design Engineer,1.0,Approved,Mass Customer,OHM Cycles,Road,medium,medium,9.0,5-10,8,6-9,6,0.10119320171303901
3068,Female,30-40,VIC,Manufacturing,Automation Specialist I,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,1.0,<5,88,6-9,7,0.24991713622804118
3069,Female,30-40,VIC,Financial Services,Senior Cost Accountant,0.0,Approved,Affluent Customer,Trek Bicycles,Mountain,low,medium,12.0,10-15,59,3-6,4,0.20000348043992763
3070,Female,20-30,NSW,Health,Account Executive,1.0,Approved,Affluent Customer,OHM Cycles,Standard,medium,medium,1.0,<5,74,>9,9,0.2499728053954096
3071,Female,30-40,NSW,Entertainment,Assistant Media Planner,0.0,Approved,Mass Customer,Solex,Standard,medium,large,12.0,10-15,59,>9,9,0.2500246767347744
3072,Male,40-50,NSW,Manufacturing,Chemical Engineer,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,small,10.0,10-15,87,3-6,5,0.24998578657115245
3073,Male,50-60,VIC,Telecommunications,Nurse,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,17.0,>15,16,>9,10,0.7271471088435374
3074,Male,50-60,NSW,Health,VP Quality Control,1.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,12.0,10-15,31,>9,9,0.3196864980406127
3076,Female,30-40,NSW,Health,Professor,0.0,Approved,Mass Customer,Solex,Standard,high,medium,4.0,<5,9,>9,10,0.4000026731892484
3077,Male,20-30,NSW,Manufacturing,Information Systems Manager,0.0,Approved,Affluent Customer,Solex,Road,medium,small,2.0,<5,19,>9,10,0.11000164365548974
3078,Female,40-50,NSW,Retail,Safety Technician III,1.0,Approved,Mass Customer,OHM Cycles,Road,high,large,7.0,5-10,54,6-9,6,0.3996669442131557
3079,Male,60-70,NSW,Retail,Legal Assistant,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,20.0,>15,34,>9,9,0.4000013715821887
3080,Male,60-70,VIC,Financial Services,Graphic Designer,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,10.0,10-15,87,6-9,8,0.49370644992224355
3084,Female,60-70,QLD,Financial Services,Staff Scientist,0.0,Approved,Affluent Customer,Giant Bicycles,Road,medium,medium,16.0,>15,57,3-6,4,0.24999369403455673
3087,Male,30-40,NSW,Health,Social Worker,0.0,Approved,Mass Customer,Giant Bicycles,Road,low,small,9.0,5-10,64,6-9,8,0.11000237183613992
3089,Male,20-30,QLD,Manufacturing,Web Developer III,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,large,2.0,<5,27,6-9,7,0.5980966407975982
3090,Male,50-60,VIC,Manufacturing,Operator,1.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,8.0,5-10,81,6-9,8,0.8612602666399024
